#license: "https://creativecommons.org/publicdomain/zero/1.0/"
#mapping_tool: "https://github.com/cmungall/rdf_matcher"
#mapping_date: "2021-07-08"
#curie_map:
#  ECOCORE: "http://purl.obolibrary.org/obo/ECOCORE_"
#  MICRO: "http://purl.obolibrary.org/obo/MICRO_"
#  OBA: "http://purl.obolibrary.org/obo/OBA_"
#  OMP: "http://purl.obolibrary.org/obo/OMP_"
#  PATO: "http://purl.obolibrary.org/obo/PATO_"
#  dc: "http://purl.org/dc/elements/1.1/"
#  dcterms: "http://purl.org/dc/terms/"
#  foaf: "http://xmlns.com/foaf/0.1/"
#  oio: "http://www.geneontology.org/formats/oboInOwl#"
#  owl: "http://www.w3.org/2002/07/owl#"
#  rdf: "http://www.w3.org/1999/02/22-rdf-syntax-ns#"
#  skos: "http://www.w3.org/2004/02/skos/core#"
#  xsd: "http://www.w3.org/2001/XMLSchema#"
subject_id	subject_label	predicate_id	object_id	object_label	match_type	subject_source	object_source	mapping_tool	confidence	subject_match_field	object_match_field	subject_category	object_category	match_string	match_category	comment
ECOCORE:00000172	anaerobe	owl:equivalentClass	MICRO:0001517	anaerobe	Lexical|Flattening	ECOCORE	MICRO	rdf_matcher	0.24805074696865662	rdfs:label	rdfs:label	entity	prokaryotic metabolically differentiated cell	anaerobe	one_to_many	.
MICRO:0001454	mixotroph	owl:equivalentClass	ECOCORE:00000012	mixotroph	Lexical	MICRO	ECOCORE	rdf_matcher	0.48267825516781476	rdfs:label	rdfs:label	prokaryotic metabolically differentiated cell	entity	mixotroph	many_to_one	.
MICRO:0001454	mixotroph	owl:equivalentClass	ECOCORE:00000012	mixotroph	Lexical|Stemming	MICRO	ECOCORE	rdf_matcher	0.39750105926563917	rdfs:label	rdfs:label	prokaryotic metabolically differentiated cell	entity	mixotroph	many_to_one	.
MICRO:0001454	mixotroph	owl:equivalentClass	ECOCORE:00000012	mixotroph	Lexical|Flattening	MICRO	ECOCORE	rdf_matcher	0.24805074696865662	rdfs:label	rdfs:label	prokaryotic metabolically differentiated cell	entity	mixotroph	many_to_one	.
MICRO:0001500	chemolithoautotroph	owl:equivalentClass	ECOCORE:00000124	chemolithoautotroph	Lexical	MICRO	ECOCORE	rdf_matcher	0.48267825516781476	rdfs:label	rdfs:label	prokaryotic metabolically differentiated cell	entity	chemolithoautotroph	many_to_one	.
MICRO:0001500	chemolithoautotroph	owl:equivalentClass	ECOCORE:00000124	chemolithoautotroph	Lexical|Stemming	MICRO	ECOCORE	rdf_matcher	0.39750105926563917	rdfs:label	rdfs:label	prokaryotic metabolically differentiated cell	entity	chemolithoautotroph	many_to_one	.
MICRO:0001500	chemolithoautotroph	owl:equivalentClass	ECOCORE:00000124	chemolithoautotroph	Lexical|Flattening	MICRO	ECOCORE	rdf_matcher	0.24805074696865662	rdfs:label	rdfs:label	prokaryotic metabolically differentiated cell	entity	chemolithoautotroph	many_to_one	.
MICRO:0000976	kanamycin resistance assay	owl:equivalentClass	OMP:0006056	aminoglycoside antimicrobial agent resistance phenotype	Lexical|Stemming	MICRO	OMP	rdf_matcher	0.1111111111111111	oio:hasRelatedSynonym	oio:hasNarrowSynonym	http://purl.obolibrary.org/obo/OBI_0000070	microbial_phenotype	kanamycin resist	unique	.
MICRO:0000976	kanamycin resistance assay	owl:equivalentClass	OMP:0006056	aminoglycoside antimicrobial agent resistance phenotype	Lexical|Flattening	MICRO	OMP	rdf_matcher	0.058823529411764705	oio:hasRelatedSynonym	oio:hasNarrowSynonym	http://purl.obolibrary.org/obo/OBI_0000070	microbial_phenotype	kanamycinresistance	unique	.
OMP:0000072	filamentous	owl:equivalentClass	MICRO:0000042	cell filament	Lexical|Stemming	OMP	MICRO	rdf_matcher	0.1255586653340269	rdfs:label	oio:hasBroadSynonym	microbial_phenotype	cell filament	filament	one_to_many	.
OMP:0000072	filamentous	owl:equivalentClass	MICRO:0000042	cell filament	Lexical|Stemming	OMP	MICRO	rdf_matcher	0.1255586653340269	rdfs:label	oio:hasBroadSynonym	microbial_phenotype	cell filament	filament	one_to_many	.
OMP:0000072	filamentous	owl:equivalentClass	MICRO:0000247	filaments	Lexical|Stemming	OMP	MICRO	rdf_matcher	0.39750105926563917	rdfs:label	rdfs:label	microbial_phenotype	http://purl.obolibrary.org/obo/GO_0009289	filament	one_to_many	.
OMP:0000072	filamentous	owl:equivalentClass	PATO:0001360	filamentous	Lexical|Stemming	OMP	PATO	rdf_matcher	0.568874072230784	rdfs:label	rdfs:label	microbial_phenotype	quality	filament	unique	.
OMP:0000072	filamentous	owl:equivalentClass	MICRO:0000042	cell filament	Lexical	OMP	MICRO	rdf_matcher	0.1687884029048977	rdfs:label	oio:hasBroadSynonym	microbial_phenotype	cell filament	filamentous	one_to_many	.
OMP:0000072	filamentous	owl:equivalentClass	PATO:0001360	filamentous	Lexical	OMP	PATO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	microbial_phenotype	quality	filamentous	unique	.
OMP:0000072	filamentous	owl:equivalentClass	MICRO:0000042	cell filament	Lexical|Flattening	OMP	MICRO	rdf_matcher	0.06698457989158757	rdfs:label	oio:hasBroadSynonym	microbial_phenotype	cell filament	filamentous	one_to_many	.
OMP:0000072	filamentous	owl:equivalentClass	PATO:0001360	filamentous	Lexical|Flattening	OMP	PATO	rdf_matcher	0.39750105926563917	rdfs:label	rdfs:label	microbial_phenotype	quality	filamentous	unique	.
MICRO:0001520	facultative anaerobe	owl:equivalentClass	ECOCORE:00000177	facultative anaerobe	Lexical|Flattening	MICRO	ECOCORE	rdf_matcher	0.24805074696865662	rdfs:label	rdfs:label	prokaryotic metabolically differentiated cell	entity	anaerobefacultative	many_to_one	.
MICRO:0001520	facultative anaerobe	owl:equivalentClass	OMP:0000087	facultative anaerobe	Lexical|Flattening	MICRO	OMP	rdf_matcher	0.24805074696865662	rdfs:label	rdfs:label	prokaryotic metabolically differentiated cell	microbial_phenotype	anaerobefacultative	many_to_one	.
MICRO:0001520	facultative anaerobe	owl:equivalentClass	ECOCORE:00000177	facultative anaerobe	Lexical|Stemming	MICRO	ECOCORE	rdf_matcher	0.39750105926563917	rdfs:label	rdfs:label	prokaryotic metabolically differentiated cell	entity	facultative anaerob	many_to_one	.
MICRO:0001520	facultative anaerobe	owl:equivalentClass	OMP:0000087	facultative anaerobe	Lexical|Stemming	MICRO	OMP	rdf_matcher	0.39750105926563917	rdfs:label	rdfs:label	prokaryotic metabolically differentiated cell	microbial_phenotype	facultative anaerob	many_to_one	.
MICRO:0001520	facultative anaerobe	owl:equivalentClass	ECOCORE:00000177	facultative anaerobe	Lexical	MICRO	ECOCORE	rdf_matcher	0.48267825516781476	rdfs:label	rdfs:label	prokaryotic metabolically differentiated cell	entity	facultative anaerobe	many_to_one	.
MICRO:0001520	facultative anaerobe	owl:equivalentClass	OMP:0000087	facultative anaerobe	Lexical	MICRO	OMP	rdf_matcher	0.48267825516781476	rdfs:label	rdfs:label	prokaryotic metabolically differentiated cell	microbial_phenotype	facultative anaerobe	many_to_one	.
MICRO:0000497	mixotrophy	owl:equivalentClass	OMP:0007274	mixotrophic carbon source utilization	Lexical|Stemming	MICRO	OMP	rdf_matcher	0.1255586653340269	rdfs:label	oio:hasBroadSynonym	thing	microbial_phenotype	mixotrophi	one_to_many	.
MICRO:0000497	mixotrophy	owl:equivalentClass	OMP:0007851	mixotrophic energy metabolism	Lexical|Stemming	MICRO	OMP	rdf_matcher	0.1255586653340269	rdfs:label	oio:hasBroadSynonym	thing	microbial_phenotype	mixotrophi	one_to_many	.
MICRO:0000497	mixotrophy	owl:equivalentClass	OMP:0007274	mixotrophic carbon source utilization	Lexical	MICRO	OMP	rdf_matcher	0.1687884029048977	rdfs:label	oio:hasBroadSynonym	thing	microbial_phenotype	mixotrophy	one_to_many	.
MICRO:0000497	mixotrophy	owl:equivalentClass	OMP:0007851	mixotrophic energy metabolism	Lexical	MICRO	OMP	rdf_matcher	0.1687884029048977	rdfs:label	oio:hasBroadSynonym	thing	microbial_phenotype	mixotrophy	one_to_many	.
MICRO:0000497	mixotrophy	owl:equivalentClass	OMP:0007274	mixotrophic carbon source utilization	Lexical|Flattening	MICRO	OMP	rdf_matcher	0.06698457989158757	rdfs:label	oio:hasBroadSynonym	thing	microbial_phenotype	mixotrophy	one_to_many	.
MICRO:0000497	mixotrophy	owl:equivalentClass	OMP:0007851	mixotrophic energy metabolism	Lexical|Flattening	MICRO	OMP	rdf_matcher	0.06698457989158757	rdfs:label	oio:hasBroadSynonym	thing	microbial_phenotype	mixotrophy	one_to_many	.
OMP:0000326	cell surface area phenotype	owl:equivalentClass	OBA:1000034	cell surface area	Lexical|Flattening	OMP	OBA	rdf_matcher	0.36481689431254416	rdfs:label	oio:hasExactSynonym	microbial_phenotype	oba	areacellsurface	unique	.
OMP:0000326	cell surface area phenotype	owl:equivalentClass	OBA:1000034	cell surface area	Lexical|Flattening	OMP	OBA	rdf_matcher	0.39750105926563917	rdfs:label	rdfs:label	microbial_phenotype	oba	areacellsurface	unique	.
OMP:0000326	cell surface area phenotype	owl:equivalentClass	OBA:1000034	cell surface area	Lexical|Stemming	OMP	OBA	rdf_matcher	0.5346019613807635	rdfs:label	oio:hasExactSynonym	microbial_phenotype	oba	cell surface area	unique	.
OMP:0000326	cell surface area phenotype	owl:equivalentClass	OBA:1000034	cell surface area	Lexical|Stemming	OMP	OBA	rdf_matcher	0.568874072230784	rdfs:label	rdfs:label	microbial_phenotype	oba	cell surface area	unique	.
OMP:0000088	filamentous colony	owl:equivalentClass	MICRO:0000348	filamentous colony	Lexical|Flattening	OMP	MICRO	rdf_matcher	0.39750105926563917	rdfs:label	rdfs:label	microbial_phenotype	distinctly shaped colony	colonyfilamentous	unique	.
OMP:0000088	filamentous colony	owl:equivalentClass	MICRO:0000348	filamentous colony	Lexical|Stemming	OMP	MICRO	rdf_matcher	0.568874072230784	rdfs:label	rdfs:label	microbial_phenotype	distinctly shaped colony	filamentous coloni	unique	.
OMP:0000088	filamentous colony	owl:equivalentClass	MICRO:0000348	filamentous colony	Lexical	OMP	MICRO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	microbial_phenotype	distinctly shaped colony	filamentous colony	unique	.
MICRO:0000367	spirillum	owl:equivalentClass	OMP:0000086	spiral cell shape	Lexical	MICRO	OMP	rdf_matcher	0.1687884029048977	rdfs:label	oio:hasNarrowSynonym	distinctively shaped prokaryotic cell	microbial_phenotype	spirillum	one_to_many	.
MICRO:0000367	spirillum	owl:equivalentClass	OMP:0000124	spirillum	Lexical	MICRO	OMP	rdf_matcher	0.48267825516781476	rdfs:label	rdfs:label	distinctively shaped prokaryotic cell	microbial_phenotype	spirillum	one_to_many	.
MICRO:0000367	spirillum	owl:equivalentClass	OMP:0000086	spiral cell shape	Lexical|Stemming	MICRO	OMP	rdf_matcher	0.1255586653340269	rdfs:label	oio:hasNarrowSynonym	distinctively shaped prokaryotic cell	microbial_phenotype	spirillum	one_to_many	.
MICRO:0000367	spirillum	owl:equivalentClass	OMP:0000124	spirillum	Lexical|Stemming	MICRO	OMP	rdf_matcher	0.39750105926563917	rdfs:label	rdfs:label	distinctively shaped prokaryotic cell	microbial_phenotype	spirillum	one_to_many	.
MICRO:0000367	spirillum	owl:equivalentClass	OMP:0000086	spiral cell shape	Lexical|Flattening	MICRO	OMP	rdf_matcher	0.06698457989158757	rdfs:label	oio:hasNarrowSynonym	distinctively shaped prokaryotic cell	microbial_phenotype	spirillum	one_to_many	.
MICRO:0000367	spirillum	owl:equivalentClass	OMP:0000124	spirillum	Lexical|Flattening	MICRO	OMP	rdf_matcher	0.24805074696865662	rdfs:label	rdfs:label	distinctively shaped prokaryotic cell	microbial_phenotype	spirillum	one_to_many	.
OMP:0000119	tetrad	owl:equivalentClass	MICRO:0000374	tetrad	Lexical	OMP	MICRO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	microbial_phenotype	tetrad	tetrad	unique	.
OMP:0000119	tetrad	owl:equivalentClass	MICRO:0000374	tetrad	Lexical|Stemming	OMP	MICRO	rdf_matcher	0.22310461320426228	rdfs:label	oio:hasBroadSynonym	microbial_phenotype	tetrad	tetrad	unique	.
OMP:0000119	tetrad	owl:equivalentClass	MICRO:0000374	tetrad	Lexical|Stemming	OMP	MICRO	rdf_matcher	0.568874072230784	rdfs:label	rdfs:label	microbial_phenotype	tetrad	tetrad	unique	.
OMP:0000119	tetrad	owl:equivalentClass	MICRO:0000374	tetrad	Lexical|Flattening	OMP	MICRO	rdf_matcher	0.39750105926563917	rdfs:label	rdfs:label	microbial_phenotype	tetrad	tetrad	unique	.
MICRO:0000345	lobed colony	owl:equivalentClass	OMP:0000155	lobate margin	Lexical	MICRO	OMP	rdf_matcher	0.28882627939393013	oio:hasBroadSynonym	rdfs:label	distinctly shaped colony	microbial_phenotype	lobate margin	unique	.
MICRO:0000345	lobed colony	owl:equivalentClass	OMP:0000155	lobate margin	Lexical|Stemming	MICRO	OMP	rdf_matcher	0.22310461320426228	oio:hasBroadSynonym	rdfs:label	distinctly shaped colony	microbial_phenotype	lobate margin	unique	.
MICRO:0000345	lobed colony	owl:equivalentClass	OMP:0000155	lobate margin	Lexical|Flattening	MICRO	OMP	rdf_matcher	0.1255586653340269	oio:hasBroadSynonym	rdfs:label	distinctly shaped colony	microbial_phenotype	lobatemargin	unique	.
PATO:0002297	decreased cellular motility	owl:equivalentClass	OMP:0000002	decreased motility	Lexical	PATO	OMP	rdf_matcher	0.585786437626905	dc:identifier	oio:hasDbXref	quality	microbial_phenotype	PATO:0002297	unique	.
MICRO:0000303	cloudy colony	owl:equivalentClass	PATO:0000963	opaque	Lexical|Stemming	MICRO	PATO	rdf_matcher	0.058823529411764705	oio:hasBroadSynonym	oio:hasRelatedSynonym	colony having distinct optical quality	quality	cloudi	many_to_one	.
MICRO:0000303	cloudy colony	owl:equivalentClass	PATO:0000963	opaque	Lexical	MICRO	PATO	rdf_matcher	0.08121030314161228	oio:hasBroadSynonym	oio:hasRelatedSynonym	colony having distinct optical quality	quality	cloudy	many_to_one	.
MICRO:0000303	cloudy colony	owl:equivalentClass	PATO:0000963	opaque	Lexical|Flattening	MICRO	PATO	rdf_matcher	0.030303030303030304	oio:hasBroadSynonym	oio:hasRelatedSynonym	colony having distinct optical quality	quality	cloudy	many_to_one	.
MICRO:0000303	cloudy colony	owl:equivalentClass	OMP:0000114	translucent colony	Lexical|Stemming	MICRO	OMP	rdf_matcher	0.1111111111111111	oio:hasBroadSynonym	oio:hasExactSynonym	colony having distinct optical quality	microbial_phenotype	semi-transluc	many_to_one	.
MICRO:0000303	cloudy colony	owl:equivalentClass	OMP:0000114	translucent colony	Lexical	MICRO	OMP	rdf_matcher	0.15022110482233483	oio:hasBroadSynonym	oio:hasExactSynonym	colony having distinct optical quality	microbial_phenotype	semi-translucent	many_to_one	.
MICRO:0000303	cloudy colony	owl:equivalentClass	OMP:0000114	translucent colony	Lexical|Flattening	MICRO	OMP	rdf_matcher	0.058823529411764705	oio:hasBroadSynonym	oio:hasExactSynonym	colony having distinct optical quality	microbial_phenotype	semitranslucent	many_to_one	.
MICRO:0000337	diffuse colony	owl:equivalentClass	PATO:0001566	distributed	Lexical|Stemming	MICRO	PATO	rdf_matcher	0.2	oio:hasBroadSynonym	oio:hasExactSynonym	colony having distinct spatial pattern	quality	diffus	unique	.
MICRO:0000337	diffuse colony	owl:equivalentClass	PATO:0001566	distributed	Lexical	MICRO	PATO	rdf_matcher	0.2612038749637414	oio:hasBroadSynonym	oio:hasExactSynonym	colony having distinct spatial pattern	quality	diffuse	unique	.
MICRO:0000337	diffuse colony	owl:equivalentClass	PATO:0001566	distributed	Lexical|Flattening	MICRO	PATO	rdf_matcher	0.1111111111111111	oio:hasBroadSynonym	oio:hasExactSynonym	colony having distinct spatial pattern	quality	diffuse	unique	.
OMP:0000118	streptococcus	owl:equivalentClass	MICRO:0000377	streptococcus	Lexical|Stemming	OMP	MICRO	rdf_matcher	0.568874072230784	rdfs:label	rdfs:label	microbial_phenotype	streptococcus	streptococcu	unique	.
OMP:0000118	streptococcus	owl:equivalentClass	MICRO:0000377	streptococcus	Lexical	OMP	MICRO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	microbial_phenotype	streptococcus	streptococcus	unique	.
OMP:0000118	streptococcus	owl:equivalentClass	MICRO:0000377	streptococcus	Lexical|Flattening	OMP	MICRO	rdf_matcher	0.39750105926563917	rdfs:label	rdfs:label	microbial_phenotype	streptococcus	streptococcus	unique	.
PATO:0000891	male fertile	owl:equivalentClass	OBA:VT0001922	male fertility trait	Lexical|Stemming	PATO	OBA	rdf_matcher	0.39750105926563917	rdfs:label	rdfs:label	quality	entity	male fertil	many_to_one	.
PATO:0002298	increased cellular motility	owl:equivalentClass	OMP:0000045	increased motility	Lexical	PATO	OMP	rdf_matcher	0.585786437626905	dc:identifier	oio:hasDbXref	quality	microbial_phenotype	PATO:0002298	unique	.
MICRO:0000377	streptococcus	owl:equivalentClass	OMP:0000118	streptococcus	Lexical|Stemming	MICRO	OMP	rdf_matcher	0.568874072230784	rdfs:label	rdfs:label	streptococcus	microbial_phenotype	streptococcu	unique	.
MICRO:0000377	streptococcus	owl:equivalentClass	OMP:0000118	streptococcus	Lexical	MICRO	OMP	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	streptococcus	microbial_phenotype	streptococcus	unique	.
MICRO:0000377	streptococcus	owl:equivalentClass	OMP:0000118	streptococcus	Lexical|Flattening	MICRO	OMP	rdf_matcher	0.39750105926563917	rdfs:label	rdfs:label	streptococcus	microbial_phenotype	streptococcus	unique	.
MICRO:0001496	fermenter	owl:equivalentClass	OMP:0007073	fermentation phenotype	Lexical|Stemming	MICRO	OMP	rdf_matcher	0.39750105926563917	rdfs:label	rdfs:label	prokaryotic metabolically differentiated cell	microbial_phenotype	ferment	many_to_one	.
PATO:0001356	pleomorphic	owl:equivalentClass	OMP:0000132	pleomorphic cell shape	Lexical	PATO	OMP	rdf_matcher	0.585786437626905	dc:identifier	oio:hasDbXref	quality	microbial_phenotype	PATO:0001356	unique	.
ECOCORE:00000121	photoorganoautotroph	owl:equivalentClass	MICRO:0001511	photoorganoautotroph	Lexical	ECOCORE	MICRO	rdf_matcher	0.48267825516781476	rdfs:label	rdfs:label	entity	prokaryotic metabolically differentiated cell	photoorganoautotroph	one_to_many	.
ECOCORE:00000121	photoorganoautotroph	owl:equivalentClass	MICRO:0001486	photoorganoautotrophic	Lexical|Stemming	ECOCORE	MICRO	rdf_matcher	0.39750105926563917	rdfs:label	rdfs:label	entity	prokaryotic metabolic quality	photoorganoautotroph	one_to_many	.
ECOCORE:00000121	photoorganoautotroph	owl:equivalentClass	MICRO:0001511	photoorganoautotroph	Lexical|Stemming	ECOCORE	MICRO	rdf_matcher	0.39750105926563917	rdfs:label	rdfs:label	entity	prokaryotic metabolically differentiated cell	photoorganoautotroph	one_to_many	.
ECOCORE:00000121	photoorganoautotroph	owl:equivalentClass	MICRO:0001511	photoorganoautotroph	Lexical|Flattening	ECOCORE	MICRO	rdf_matcher	0.24805074696865662	rdfs:label	rdfs:label	entity	prokaryotic metabolically differentiated cell	photoorganoautotroph	one_to_many	.
OMP:0000120	sarcina	owl:equivalentClass	MICRO:0000371	sarcina	Lexical	OMP	MICRO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	microbial_phenotype	sarcina	sarcina	unique	.
OMP:0000120	sarcina	owl:equivalentClass	MICRO:0000371	sarcina	Lexical|Stemming	OMP	MICRO	rdf_matcher	0.568874072230784	rdfs:label	rdfs:label	microbial_phenotype	sarcina	sarcina	unique	.
OMP:0000120	sarcina	owl:equivalentClass	MICRO:0000371	sarcina	Lexical|Flattening	OMP	MICRO	rdf_matcher	0.39750105926563917	rdfs:label	rdfs:label	microbial_phenotype	sarcina	sarcina	unique	.
MICRO:0001458	chemotrophic	owl:equivalentClass	OMP:0007109	chemotrophic phenotype	Lexical|Stemming	MICRO	OMP	rdf_matcher	0.39750105926563917	rdfs:label	rdfs:label	prokaryotic metabolic quality	microbial_phenotype	chemotroph	many_to_one	.
MICRO:0001458	chemotrophic	owl:equivalentClass	OMP:0007109	chemotrophic phenotype	Lexical|Flattening	MICRO	OMP	rdf_matcher	0.24805074696865662	rdfs:label	rdfs:label	prokaryotic metabolic quality	microbial_phenotype	chemotrophic	many_to_one	.
OBA:0000121	pH	owl:equivalentClass	MICRO:0001157	pH	Lexical	OBA	MICRO	rdf_matcher	0.3181120001817404	rdfs:label	rdfs:label	oba	pH	ph	unique	.
OBA:0000121	pH	owl:equivalentClass	PATO:0001842	acidity	Lexical	OBA	PATO	rdf_matcher	0.28882627939393013	rdfs:label	oio:hasExactSynonym	oba	quality	ph	unique	.
OBA:0000121	pH	owl:equivalentClass	MICRO:0001157	pH	Lexical|Stemming	OBA	MICRO	rdf_matcher	0.24805074696865662	rdfs:label	rdfs:label	oba	pH	ph	unique	.
OBA:0000121	pH	owl:equivalentClass	PATO:0001842	acidity	Lexical|Stemming	OBA	PATO	rdf_matcher	0.22310461320426228	rdfs:label	oio:hasExactSynonym	oba	quality	ph	unique	.
OBA:0000121	pH	owl:equivalentClass	MICRO:0001157	pH	Lexical|Flattening	OBA	MICRO	rdf_matcher	0.14158557762986693	rdfs:label	rdfs:label	oba	pH	ph	unique	.
OBA:0000121	pH	owl:equivalentClass	PATO:0001842	acidity	Lexical|Flattening	OBA	PATO	rdf_matcher	0.1255586653340269	rdfs:label	oio:hasExactSynonym	oba	quality	ph	unique	.
ECOCORE:00000128	chemolithoheterotroph	owl:equivalentClass	MICRO:0001503	chemolithoheterotroph	Lexical	ECOCORE	MICRO	rdf_matcher	0.48267825516781476	rdfs:label	rdfs:label	entity	prokaryotic metabolically differentiated cell	chemolithoheterotroph	one_to_many	.
ECOCORE:00000128	chemolithoheterotroph	owl:equivalentClass	MICRO:0001478	chemolithoheterotrophic	Lexical|Stemming	ECOCORE	MICRO	rdf_matcher	0.39750105926563917	rdfs:label	rdfs:label	entity	prokaryotic metabolic quality	chemolithoheterotroph	one_to_many	.
ECOCORE:00000128	chemolithoheterotroph	owl:equivalentClass	MICRO:0001503	chemolithoheterotroph	Lexical|Stemming	ECOCORE	MICRO	rdf_matcher	0.39750105926563917	rdfs:label	rdfs:label	entity	prokaryotic metabolically differentiated cell	chemolithoheterotroph	one_to_many	.
ECOCORE:00000128	chemolithoheterotroph	owl:equivalentClass	MICRO:0001503	chemolithoheterotroph	Lexical|Flattening	ECOCORE	MICRO	rdf_matcher	0.24805074696865662	rdfs:label	rdfs:label	entity	prokaryotic metabolically differentiated cell	chemolithoheterotroph	one_to_many	.
PATO:0001629	aggregated	owl:equivalentClass	OMP:0000178	flocculation phenotype	Lexical|Stemming	PATO	OMP	rdf_matcher	0.2	oio:hasExactSynonym	oio:hasBroadSynonym	quality	microbial_phenotype	clump	unique	.
MICRO:0000705	organic molecular entity fermentation assay	owl:equivalentClass	OMP:0007073	fermentation phenotype	Lexical|Stemming	MICRO	OMP	rdf_matcher	0.22310461320426228	oio:hasRelatedSynonym	rdfs:label	organic molecular entity fermentation assay	microbial_phenotype	ferment	many_to_one	.
MICRO:0000705	organic molecular entity fermentation assay	owl:equivalentClass	OMP:0007073	fermentation phenotype	Lexical|Stemming	MICRO	OMP	rdf_matcher	0.22310461320426228	oio:hasRelatedSynonym	rdfs:label	organic molecular entity fermentation assay	microbial_phenotype	ferment	many_to_one	.
MICRO:0000705	organic molecular entity fermentation assay	owl:equivalentClass	OMP:0007073	fermentation phenotype	Lexical|Flattening	MICRO	OMP	rdf_matcher	0.1255586653340269	oio:hasRelatedSynonym	rdfs:label	organic molecular entity fermentation assay	microbial_phenotype	fermentation	many_to_one	.
OMP:0005217	decreased adhesion	owl:equivalentClass	PATO:0002334	decreased adhesivity	Lexical|Stemming	OMP	PATO	rdf_matcher	0.568874072230784	rdfs:label	rdfs:label	microbial_phenotype	quality	decreased adhes	unique	.
OMP:0005107	decreased lifespan	owl:equivalentClass	PATO:0001604	decreased life span	Lexical|Flattening	OMP	PATO	rdf_matcher	0.39750105926563917	rdfs:label	rdfs:label	microbial_phenotype	quality	decreasedlifespan	unique	.
MICRO:0000503	facultatively anaerobic	owl:equivalentClass	ECOCORE:00000177	facultative anaerobe	Lexical|Flattening	MICRO	ECOCORE	rdf_matcher	0.1255586653340269	oio:hasRelatedSynonym	rdfs:label	thing	entity	anaerobefacultative	many_to_one	.
MICRO:0000503	facultatively anaerobic	owl:equivalentClass	OMP:0000087	facultative anaerobe	Lexical|Flattening	MICRO	OMP	rdf_matcher	0.1255586653340269	oio:hasRelatedSynonym	rdfs:label	thing	microbial_phenotype	anaerobefacultative	many_to_one	.
MICRO:0000503	facultatively anaerobic	owl:equivalentClass	ECOCORE:00000177	facultative anaerobe	Lexical|Stemming	MICRO	ECOCORE	rdf_matcher	0.22310461320426228	oio:hasRelatedSynonym	rdfs:label	thing	entity	facultative anaerob	many_to_one	.
MICRO:0000503	facultatively anaerobic	owl:equivalentClass	OMP:0000087	facultative anaerobe	Lexical|Stemming	MICRO	OMP	rdf_matcher	0.22310461320426228	oio:hasRelatedSynonym	rdfs:label	thing	microbial_phenotype	facultative anaerob	many_to_one	.
MICRO:0000503	facultatively anaerobic	owl:equivalentClass	ECOCORE:00000177	facultative anaerobe	Lexical	MICRO	ECOCORE	rdf_matcher	0.2888262793939301	oio:hasRelatedSynonym	rdfs:label	thing	entity	facultative anaerobe	many_to_one	.
MICRO:0000503	facultatively anaerobic	owl:equivalentClass	OMP:0000087	facultative anaerobe	Lexical	MICRO	OMP	rdf_matcher	0.2888262793939301	oio:hasRelatedSynonym	rdfs:label	thing	microbial_phenotype	facultative anaerobe	many_to_one	.
MICRO:0001186	spot assay	owl:equivalentClass	PATO:0000333	spotted	Lexical|Stemming	MICRO	PATO	rdf_matcher	0.22310461320426228	oio:hasRelatedSynonym	rdfs:label	http://purl.obolibrary.org/obo/OBI_0000070	quality	spot	one_to_many	.
MICRO:0001186	spot assay	owl:equivalentClass	PATO:0001512	punctate	Lexical|Stemming	MICRO	PATO	rdf_matcher	0.1111111111111111	oio:hasRelatedSynonym	oio:hasRelatedSynonym	http://purl.obolibrary.org/obo/OBI_0000070	quality	spot	one_to_many	.
OMP:0007064	phototrophic phenotype	owl:equivalentClass	MICRO:0001452	phototroph	Lexical|Stemming	OMP	MICRO	rdf_matcher	0.39750105926563917	rdfs:label	rdfs:label	microbial_phenotype	prokaryotic metabolically differentiated cell	phototroph	one_to_many	.
OMP:0007064	phototrophic phenotype	owl:equivalentClass	MICRO:0001457	phototrophic	Lexical|Stemming	OMP	MICRO	rdf_matcher	0.39750105926563917	rdfs:label	rdfs:label	microbial_phenotype	prokaryotic metabolic quality	phototroph	one_to_many	.
OMP:0007064	phototrophic phenotype	owl:equivalentClass	MICRO:0001457	phototrophic	Lexical|Flattening	OMP	MICRO	rdf_matcher	0.24805074696865662	rdfs:label	rdfs:label	microbial_phenotype	prokaryotic metabolic quality	phototrophic	one_to_many	.
OMP:0007064	phototrophic phenotype	owl:equivalentClass	MICRO:0001452	phototroph	Lexical|Stemming	OMP	MICRO	rdf_matcher	0.22310461320426228	oio:hasRelatedSynonym	rdfs:label	microbial_phenotype	prokaryotic metabolically differentiated cell	phototroph	one_to_many	.
OMP:0007064	phototrophic phenotype	owl:equivalentClass	MICRO:0001457	phototrophic	Lexical|Stemming	OMP	MICRO	rdf_matcher	0.22310461320426228	oio:hasRelatedSynonym	rdfs:label	microbial_phenotype	prokaryotic metabolic quality	phototroph	one_to_many	.
